source_file,sbom_name,n_dependencies,n_unique_packages,n_unique_packages_versioned,n_ecosystems,primary_ecosystem,primary_ecosystem_share,ecosystem_entropy,n_vendors,primary_vendor,primary_vendor_share,vendor_entropy,frac_version_exact,frac_version_range,frac_version_missing,frac_version_branch,frac_version_other,n_version_exact,n_version_range,n_version_missing,eco_count__npm,eco_share__npm,eco_count__gem,eco_share__gem,eco_count__composer,eco_share__composer,eco_count__maven,eco_share__maven,eco_count__pypi,eco_share__pypi,eco_count__cargo,eco_share__cargo,eco_count__pub,eco_share__pub,eco_count__golang,eco_share__golang,eco_count__nuget,eco_share__nuget,eco_count__github_actions,eco_share__github_actions
20250427_65_sbom_data.json,com.github.FruitieX/node-switchduino,5,5,5,1,npm,1.0,0.0,5,npm:socket.io,0.2,2.321928,0.0,1.0,0.0,0.0,0.0,0,5,0,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20250323_832_sbom_data.json,com.github.mahartma/SpringCloudTask,6,6,6,1,maven,1.0,0.0,4,org.springframework.boot,0.333333,1.918296,0.166667,0.0,0.666667,0.0,0.166667,1,0,4,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20250210_1258_sbom_data.json,com.github.MikeyObviously/lawcms,1,1,1,1,npm,1.0,0.0,1,npm:jquery,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20250418_1115_sbom_data.json,com.github.SERVIANTX/app_angelamaria_movil,106,106,106,1,pub,1.0,0.0,106,pub:file,0.009434,6.72792,1.0,0.0,0.0,0.0,0.0,106,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106,1.0,0,0.0,0,0.0,0,0.0
20250216_1131_sbom_data.json,com.github.walkerlangley/basic-node-server,16,16,16,1,npm,1.0,0.0,16,npm:passport-local,0.0625,4.0,0.0625,0.9375,0.0,0.0,0.0,1,15,0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20250502_jumbo_11496_sbom_data.json,com.github.vaibhav-shirodkar/MavenProject,1,1,1,1,maven,1.0,0.0,1,junit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20250214_449_sbom_data.json,com.github.o-kun8228/git-app,956,956,956,2,npm,0.957113,0.255376,829,@babel,0.103556,9.102091,0.998954,0.0,0.0,0.0,0.001046,955,0,0,915,0.957113,41,0.042887,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20250307_82_sbom_data.json,com.github.DavidValin/books-app,2679,1124,1372,1,npm,1.0,0.0,970,@types,0.06159,9.334768,0.999253,0.0,0.0,0.0,0.000747,2677,0,0,2679,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20250502_jumbo_14282_sbom_data.json,com.github.houdatazi/Digital-Banking-,869,797,869,2,npm,0.991945,0.067605,620,@babel,0.118527,8.444898,0.990794,0.0,0.006904,0.0,0.002301,861,0,6,862,0.991945,0,0.0,0,0.0,7,0.008055,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20250308_194_sbom_data.json,com.github.jellive/react_native_test,1086,902,1086,1,npm,1.0,0.0,734,@babel,0.135359,8.574872,0.936464,0.0,0.0,0.0,0.063536,1017,0,0,1086,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20250404_1683_sbom_data.json,com.github.Darthteddy13/dm-rollbar-demo,65,64,65,1,npm,1.0,0.0,64,npm:ms,0.030769,5.991599,1.0,0.0,0.0,0.0,0.0,65,0,0,65,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
